Langname	Vorname	ID	Klasse	Beginndatum	Beginnzeit	Enddatum	Endzeit	Unterbrechungen	Abwesenheitsgrund	Text/Grund	Entschuldigungsnummer	Status	Entschuldigungstext	gemeldet von Schüler*in
Zebra	Tom	Zebra_Tom	FIA 14	12.10.2023	08:00	12.10.2023	09:30		P	07:54	321205	entsch.		false
Zebra	Tom	Zebra_Tom	FIA 14	16.10.2023	08:00	16.10.2023	08:08		V		322069	nicht entsch.		false
Zebra	Tom	Zebra_Tom	FIA 14	17.10.2023	08:00	17.10.2023	17:00		K		322688	entsch.		false
Zebra	Tom	Zebra_Tom	FIA 14	18.10.2023	08:00	19.10.2023	17:00		A	18.10. um 17:56	323217	entsch.		false
Zebra	Tom	Zebra_Tom	FIA 14	06.11.2023	08:00	06.11.2023	08:24		V	Zugausfall	324408	nicht entsch.		false
Zebra	Tom	Zebra_Tom	FIA 14	08.11.2023	08:00	08.11.2023	11:15		N		325279	nicht entsch.		false
Zebra	Tom	Zebra_Tom	FIA 14	13.11.2023	08:00	13.11.2023	17:00		N		326353	nicht entsch.		false
Zebra	Tom	Zebra_Tom	FIA 14	14.11.2023	08:00	14.11.2023	09:30		P	Arzttermin der Mutter	326882	entsch.		false
Igel	Serhan	levitchi_serhan	FIA 14	04.09.2023	08:00	04.09.2023	13:30		P	Wohnungsbesichtigung	310333	entsch.		false
Igel	Serhan	levitchi_serhan	FIA 14	08.09.2023	11:35	08.09.2023	17:00		N		312109	nicht entsch.		false
Igel	Serhan	levitchi_serhan	FIA 14	21.09.2023	13:30	21.09.2023	15:00		P	Wohnungsbesichtigung	315996	entsch.		false
Igel	Serhan	levitchi_serhan	FIA 14	29.09.2023	08:00	29.09.2023	17:00		K	6:30	317963	entsch.		false
Igel	Serhan	levitchi_serhan	FIA 14	04.10.2023	08:00	05.10.2023	17:00		A	06:59	318573	entsch.		false
Igel	Serhan	levitchi_serhan	FIA 14	12.10.2023	08:00	12.10.2023	08:10		V		321207	nicht entsch.		false
Igel	Serhan	levitchi_serhan	FIA 14	16.10.2023	08:00	16.10.2023	08:08		V		322071	nicht entsch.		false
Igel	Serhan	levitchi_serhan	FIA 14	19.10.2023	08:00	19.10.2023	08:03		V		323688	nicht entsch.		false
Igel	Serhan	levitchi_serhan	FIA 14	20.10.2023	08:00	20.10.2023	08:17		V		324032	nicht entsch.		false
Igel	Serhan	levitchi_serhan	FIA 14	14.11.2023	08:06	14.11.2023	09:30		N		326883	nicht entsch.		false
Igel	Serhan	levitchi_serhan	FIA 14	15.11.2023	11:35	15.11.2023	15:00		P		327156	entsch.		false
Moskito	Zekeria	Moskito_Zekeria	FIA 14	15.09.2023	08:00	15.09.2023	17:00		A	6:38	314010	entsch.		false
Moskito	Zekeria	Moskito_Zekeria	FIA 14	19.09.2023	08:00	19.09.2023	17:00		A		314870	entsch.		false
Moskito	Zekeria	Moskito_Zekeria	FIA 14	20.09.2023	08:00	20.09.2023	17:00		K	6:32	315386	entsch.		false
Moskito	Zekeria	Moskito_Zekeria	FIA 14	26.09.2023	09:45	26.09.2023	10:05		V	Stau	316949	nicht entsch.		false
Moskito	Zekeria	Moskito_Zekeria	FIA 14	29.09.2023	13:30	29.09.2023	17:00		N		318294	nicht entsch.		false
Moskito	Zekeria	Moskito_Zekeria	FIA 14	09.10.2023	08:00	09.10.2023	17:00		A	8:00	319786	entsch.		false
Moskito	Zekeria	Moskito_Zekeria	FIA 14	11.10.2023	09:45	11.10.2023	17:00		N		320997	nicht entsch.		false
Moskito	Zekeria	Moskito_Zekeria	FIA 14	13.10.2023	08:00	13.10.2023	18:30		A	16.10.2023 11:33	321962	entsch.		false
Moskito	Zekeria	Moskito_Zekeria	FIA 14	17.10.2023	08:00	17.10.2023	17:00		A		322689	entsch.		false
Moskito	Zekeria	Moskito_Zekeria	FIA 14	20.10.2023	08:00	20.10.2023	17:00		A		324034	entsch.		false
Moskito	Zekeria	Moskito_Zekeria	FIA 14	06.11.2023	08:00	06.11.2023	18:30		K	06.11.2023 00:30	324410	entsch.		false
Moskito	Zekeria	Moskito_Zekeria	FIA 14	09.11.2023	08:00	09.11.2023	09:30		N		325662	nicht entsch.		false
Moskito	Zekeria	Moskito_Zekeria	FIA 14	10.11.2023	08:00	10.11.2023	17:00		A	13.11.	326200	entsch.		false
Maus	Maggi	Maus_Maggi	FIA 14	01.09.2023	08:00	01.09.2023	18:30		A	01.09. 06:18	309994	entsch.		false
Maus	Maggi	Maus_Maggi	FIA 14	11.10.2023	09:45	11.10.2023	17:00		K	06:10	321000	entsch.		false
Maus	Maggi	Maus_Maggi	FIA 14	20.10.2023	08:00	20.10.2023	17:00		K		324033	entsch.		false
Maus	Maggi	Maus_Maggi	FIA 14	09.11.2023	08:00	09.11.2023	09:30		P	07:17 Uhr  Darmprobleme	325663	entsch.		false
Maus	Maggi	Maus_Maggi	FIA 14	14.11.2023	08:00	15.11.2023	17:00		A		326885	entsch.		false
Maus	Maggi	Maus_Maggi	FIA 14	16.11.2023	13:30	16.11.2023	18:30		K	Zahnarzttermin 05.11.2023 18:14	324533	entsch.		false
Katze	Theresa	Katze_Theresa	FIA 14	29.08.2023	13:30	29.08.2023	17:00		K	vom Sekretariat nach Hause geschickt	309375	entsch.		false
Katze	Theresa	Katze_Theresa	FIA 14	31.08.2023	08:00	01.09.2023	18:30		A	31.08.2023 08:04	309754	entsch.		false
Katze	Theresa	Katze_Theresa	FIA 14	04.09.2023	08:00	05.09.2023	18:30		A	11:35	310340	entsch.		false
Katze	Theresa	Katze_Theresa	FIA 14	07.09.2023	08:00	07.09.2023	17:00		A	10.09.2023, 11:12	311406	entsch.		false
Katze	Theresa	Katze_Theresa	FIA 14	11.09.2023	08:00	11.09.2023	17:00		K	7:53	312233	entsch.		false
Katze	Theresa	Katze_Theresa	FIA 14	13.09.2023	08:00	13.09.2023	17:00		K	13.09.2023, 07:49	313071	entsch.		false
Katze	Theresa	Katze_Theresa	FIA 14	18.09.2023	08:00	22.09.2023	17:00		A	7:57	315749	entsch.		false
Katze	Theresa	Katze_Theresa	FIA 14	25.09.2023	13:30	25.09.2023	15:00		K	Schüler hat sich um 13:05 krank abgemeldet	316688	entsch.		false
Katze	Theresa	Katze_Theresa	FIA 14	28.09.2023	08:00	28.09.2023	08:05		V	hat sich zu 13:30 krank abgemeldet	317537	nicht entsch.		false
Katze	Theresa	Katze_Theresa	FIA 14	28.09.2023	13:30	28.09.2023	15:00		K		317884	entsch.		false
Katze	Theresa	Katze_Theresa	FIA 14	29.09.2023	08:00	29.09.2023	17:00		K	7:44	317972	entsch.		false
Katze	Theresa	Katze_Theresa	FIA 14	05.10.2023	08:00	09.10.2023	18:30		A	9.10.2023 17:27	319788	entsch.		false
Katze	Theresa	Katze_Theresa	FIA 14	10.10.2023	08:00	10.10.2023	17:00		A	Mi 11.10. um 11:50	320394	entsch.		false
Katze	Theresa	Katze_Theresa	FIA 14	13.10.2023	11:35	13.10.2023	17:00		A	27.10.2023, 17:33	321964	entsch.		false
Katze	Theresa	Katze_Theresa	FIA 14	17.10.2023	08:00	17.10.2023	17:00		K		322691	entsch.		false
Katze	Theresa	Katze_Theresa	FIA 14	07.11.2023	09:45	07.11.2023	17:00		K		325000	entsch.		false
Hund	Vera	Hund_Vera	FIA 14	29.08.2023	09:45	29.08.2023	13:30		P	Stundenplaneintragung verpeilt	309320	entsch.		false
Hund	Vera	Hund_Vera	FIA 14	30.08.2023	08:00	30.08.2023	09:30		P	Stundenplaneintragung verpeilt	309527	entsch.		false
Hund	Vera	Hund_Vera	FIA 14	19.09.2023	08:00	20.09.2023	17:00		A		314873	entsch.		false
Hund	Vera	Hund_Vera	FIA 14	28.09.2023	09:45	28.09.2023	10:30		P	Mietvertrag unterschreiben	317283	entsch.		false
Hund	Vera	Hund_Vera	FIA 14	28.09.2023	13:30	28.09.2023	15:00		N		317885	nicht entsch.		false
Hund	Vera	Hund_Vera2	FIA 14	29.08.2023	09:45	29.08.2023	13:30		P	Stundenplaneintragung verpeilt	309320	entsch.		false
Hund	Vera	Hund_Vera2	FIA 14	30.08.2023	08:00	30.08.2023	09:30		P	Stundenplaneintragung verpeilt	309527	entsch.		false
Hund	Vera	Hund_Vera2	FIA 14	19.09.2023	08:00	20.09.2023	17:00		A		314873	entsch.		false
Hund	Vera	Hund_Vera2	FIA 14	28.09.2023	09:45	28.09.2023	10:30		P	Mietvertrag unterschreiben	317283	entsch.		false
Hund	Vera	Hund_Vera2	FIA 14	28.09.2023	13:30	28.09.2023	15:00		N		317885	nicht entsch.		false
Rotkehlchen	Jan	Rotkehlchen_Jan	FIA 14	25.09.2023	08:00	25.09.2023	08:11		V		316441	nicht entsch.		false
Rotkehlchen	Jan	Rotkehlchen_Jan	FIA 14	29.09.2023	08:00	29.09.2023	17:00		K	6:24	317976	entsch.		false
Rotkehlchen	Jan	Rotkehlchen_Jan	FIA 14	04.10.2023	08:00	06.10.2023	17:00		A		318574	entsch.		false
Rotkehlchen	Jan	Rotkehlchen_Jan	FIA 14	17.10.2023	13:30	17.10.2023	15:00		K		322907	entsch.		false
Schwein	Sibylle	Schwein_Sibylle	FIA 14	08.09.2023	12:45	08.09.2023	12:55		N		312129	nicht entsch.		false
Schwein	Sibylle	Schwein_Sibylle	FIA 14	13.09.2023	09:00	13.09.2023	17:00		K	Schüler zum Arzt entlassen	313452	entsch.		false
Schwein	Sibylle	Schwein_Sibylle	FIA 14	15.09.2023	08:00	15.09.2023	17:00		A	7:54	314013	entsch.		false
Schwein	Sibylle	Schwein_Sibylle	FIA 14	22.09.2023	12:15	22.09.2023	12:20		N		316351	nicht entsch.		false
Schwein	Sibylle	Schwein_Sibylle	FIA 14	22.09.2023	12:30	22.09.2023	12:35		N		316352	nicht entsch.		false
Schwein	Sibylle	Schwein_Sibylle	FIA 14	11.10.2023	09:45	11.10.2023	17:00		N		321004	nicht entsch.		false
Schwein	Sibylle	Schwein_Sibylle	FIA 14	12.10.2023	13:30	12.10.2023	14:00		S		321556	entsch.		false
Schwein	Sibylle	Schwein_Sibylle	FIA 14	13.11.2023	08:00	13.11.2023	09:05		P	Arzttermin	326354	entsch.		false
Schwein	Sibylle	Schwein_Sibylle	FIA 14	15.11.2023	08:00	15.11.2023	17:00		N		327316	nicht entsch.		false
Schlange	Nico	Schlange_Nico	FIA 14	31.08.2023	08:00	31.08.2023	18:30		K	31.08.2023 05:34	309757	entsch.		false
Schlange	Nico	Schlange_Nico	FIA 14	13.09.2023	09:45	13.09.2023	17:00		N		313378	nicht entsch.		false
Schlange	Nico	Schlange_Nico	FIA 14	14.09.2023	08:00	14.09.2023	08:05		V		313605	nicht entsch.		false
Schlange	Nico	Schlange_Nico	FIA 14	28.09.2023	08:00	29.09.2023	17:00		A	27.09.	317552	entsch.		false
Schlange	Nico	Schlange_Nico	FIA 14	04.10.2023	08:00	04.10.2023	17:00		K	04:49	318575	entsch.		false
Schlange	Nico	Schlange_Nico	FIA 14	05.10.2023	08:00	10.10.2023	17:00		A	Eingegangen am 06.10. um 16:15	318978	entsch.		false
Schlange	Nico	Schlange_Nico	FIA 14	18.10.2023	08:00	18.10.2023	17:00		A		323216	entsch.		false
Schlange	Nico	Schlange_Nico	FIA 14	19.10.2023	08:00	20.10.2023	17:00		A		323566	entsch.		false
Tapir	Ludwig	tapir_ludwig	FIA 14	29.08.2023	09:45	29.08.2023	13:30		P	29.08.2023, 11:04	309321	entsch.		false
Tapir	Ludwig	tapir_ludwig	FIA 14	04.09.2023	08:00	04.09.2023	18:30		K	11:26	310344	entsch.		false
Tapir	Ludwig	tapir_ludwig	FIA 14	06.09.2023	08:00	06.09.2023	18:30		K	06:41	311139	entsch.		false
Tapir	Ludwig	tapir_ludwig	FIA 14	11.09.2023	08:00	11.09.2023	17:00		K	7:29	312236	entsch.		false
Tapir	Ludwig	tapir_ludwig	FIA 14	13.09.2023	08:00	13.09.2023	17:00		K	13.09.2023, 07:49	313090	entsch.		false
Tapir	Ludwig	tapir_ludwig	FIA 14	14.09.2023	08:00	14.09.2023	17:00		A	7:31	313610	entsch.		false
Tapir	Ludwig	tapir_ludwig	FIA 14	18.09.2023	08:00	18.09.2023	11:15		N		314341	nicht entsch.		false
Tapir	Ludwig	tapir_ludwig	FIA 14	19.09.2023	08:00	19.09.2023	17:00		P	Stau und dann Migräne? 9:00 Uhr	314875	entsch.		false
Tapir	Ludwig	tapir_ludwig	FIA 14	26.09.2023	09:45	26.09.2023	17:00		N		316958	nicht entsch.		false
Tapir	Ludwig	tapir_ludwig	FIA 14	29.09.2023	13:05	29.09.2023	15:00		K	Herr Tapir meldet sich wg Migräne ab	318248	entsch.		false
Tapir	Ludwig	tapir_ludwig	FIA 14	05.10.2023	09:45	05.10.2023	17:00		K	mit Übelkeit entlassen	319075	entsch.		false
Tapir	Ludwig	tapir_ludwig	FIA 14	09.10.2023	08:00	09.10.2023	17:00		A	Unfall auf dem Weg zur Schule	319790	entsch.		false
Tapir	Ludwig	tapir_ludwig	FIA 14	12.10.2023	08:00	12.10.2023	09:30		N		321233	nicht entsch.		false
Tapir	Ludwig	tapir_ludwig	FIA 14	12.10.2023	13:30	12.10.2023	15:00		K	Schüler hat sich krank abgemeldet	321558	entsch.		false
Tapir	Ludwig	tapir_ludwig	FIA 14	16.10.2023	08:00	16.10.2023	17:00		A		322083	entsch.		false
Tapir	Ludwig	tapir_ludwig	FIA 14	19.10.2023	08:00	19.10.2023	08:10		V		323596	nicht entsch.		false
Tapir	Ludwig	tapir_ludwig	FIA 14	20.10.2023	08:00	20.10.2023	17:00		K		324035	entsch.		false
Tapir	Ludwig	tapir_ludwig	FIA 14	06.11.2023	08:00	06.11.2023	17:00		N		324418	nicht entsch.		false
Tapir	Ludwig	tapir_ludwig	FIA 14	07.11.2023	09:45	07.11.2023	17:00		K		325004	entsch.		false
Tapir	Ludwig	tapir_ludwig	FIA 14	15.11.2023	08:00	15.11.2023	17:00		N		327318	nicht entsch.		false
Schildkröte	Ahmad	schildkroete_ahmad	FIA 14	04.09.2023	08:00	04.09.2023	08:20		V		310346	nicht entsch.		false
Schildkröte	Ahmad	schildkroete_ahmad	FIA 14	06.09.2023	13:30	06.09.2023	17:00		N		311318	nicht entsch.		false
Schildkröte	Ahmad	schildkroete_ahmad	FIA 14	07.09.2023	08:00	07.09.2023	08:04		V		311425	nicht entsch.		false
Schildkröte	Ahmad	schildkroete_ahmad	FIA 14	19.09.2023	08:00	19.09.2023	08:04		V		314802	nicht entsch.		false
Schildkröte	Ahmad	schildkroete_ahmad	FIA 14	25.09.2023	08:00	25.09.2023	08:09		V		316450	nicht entsch.		false
Schildkröte	Ahmad	schildkroete_ahmad	FIA 14	27.09.2023	08:00	27.09.2023	08:05		V		317157	nicht entsch.		false
Schildkröte	Ahmad	schildkroete_ahmad	FIA 14	28.09.2023	08:00	28.09.2023	08:09		V		317573	nicht entsch.		false
Schildkröte	Ahmad	schildkroete_ahmad	FIA 14	29.09.2023	08:00	29.09.2023	08:14		V		317996	nicht entsch.		false
Schildkröte	Ahmad	schildkroete_ahmad	FIA 14	04.10.2023	08:00	04.10.2023	17:00		K	06:51	318570	entsch.		false
Schildkröte	Ahmad	schildkroete_ahmad	FIA 14	05.10.2023	08:00	05.10.2023	17:00		K	12.10.	318981	entsch.		false
Schildkröte	Ahmad	schildkroete_ahmad	FIA 14	09.10.2023	08:00	09.10.2023	11:15		N		319791	nicht entsch.		false
Schildkröte	Ahmad	schildkroete_ahmad	FIA 14	11.10.2023	09:45	11.10.2023	10:01		V		321006	nicht entsch.		false
Schildkröte	Ahmad	schildkroete_ahmad	FIA 14	19.10.2023	08:00	19.10.2023	08:03		V		323598	nicht entsch.		false
Schildkröte	Ahmad	schildkroete_ahmad	FIA 14	07.11.2023	09:45	07.11.2023	10:00		V		325006	nicht entsch.		false
Pferd	Philip	Pferd_philip	FIA 14	29.08.2023	09:45	29.08.2023	17:00		P		309322	entsch.		false
Pferd	Philip	Pferd_philip	FIA 14	31.08.2023	08:00	01.09.2023	18:30		A		309762	entsch.		false
Pferd	Philip	Pferd_philip	FIA 14	11.09.2023	08:00	13.09.2023	18:30		A	13.09.2023, 12:45	313103	entsch.		false
Pferd	Philip	Pferd_philip	FIA 14	14.09.2023	08:00	14.09.2023	17:00		N		313618	nicht entsch.		false
Pferd	Philip	Pferd_philip	FIA 14	15.09.2023	08:00	15.09.2023	17:00		N		314015	nicht entsch.		false
Pferd	Philip	Pferd_philip	FIA 14	18.09.2023	08:00	18.09.2023	17:00		N		314344	nicht entsch.		false
Pferd	Philip	Pferd_philip	FIA 14	21.09.2023	08:00	21.09.2023	09:30		N		315753	nicht entsch.		false
Pferd	Philip	Pferd_philip	FIA 14	25.09.2023	08:00	27.09.2023	17:00		A	6:31	316961	entsch.		false
Pferd	Philip	Pferd_philip	FIA 14	28.09.2023	08:00	29.09.2023	17:00		A	07:19	317998	entsch.		false
Pferd	Philip	Pferd_philip	FIA 14	13.11.2023	08:00	13.11.2023	17:00		K		326355	entsch.		false
Pferd	Philip	Pferd_philip	FIA 14	14.11.2023	08:00	14.11.2023	17:00		N		326886	nicht entsch.		false
Bär	Adrian	baer_adrian	FIA 14	18.09.2023	08:00	19.09.2023	17:00		K	6:36	314349	entsch.		false
